trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,corAns,Stim,Feedback,End.keys,End.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,date,frameRate,expName,session,participant,
,,,,,,,left,9.13889100043,,,,,2016_Oct_31_2157,60.0107980787,SIGDET,001,erick,
,,,,,,,,,right,27.0330674072,,,2016_Oct_31_2157,60.0107980787,SIGDET,001,erick,
,,,,,,,,,,,right,51.4485161411,2016_Oct_31_2157,60.0107980787,SIGDET,001,erick,
