cara,corrAns,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,ready1.keys,ready1.rt,resp.keys,resp.corr,resp.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,right,1.13391393761,,,,,,,,,,2016_Nov_22_2246,59.8664721,stroop,01,erick,
,,,,,,,,,,,,right,1.06725445559,,,,,,,,2016_Nov_22_2246,59.8664721,stroop,01,erick,
caras/long_mouth.bmp,v,0,0,0,1,,,,,,,,,m,0,0.900510490465,,,,,2016_Nov_22_2246,59.8664721,stroop,01,erick,
caras/short_mouth.bmp,m,0,1,1,0,,,,,,,,,m,1,0.233084631211,,,,,2016_Nov_22_2246,59.8664721,stroop,01,erick,
caras/short_mouth.bmp,m,1,0,2,0,,,,,,,,,m,1,0.333613981202,,,,,2016_Nov_22_2246,59.8664721,stroop,01,erick,
caras/long_mouth.bmp,v,1,1,3,1,,,,,,,,,m,0,0.333911949012,,,,,2016_Nov_22_2246,59.8664721,stroop,01,erick,
,,,,,,,,,,,,,,,,,m,0.433216712147,,,2016_Nov_22_2246,59.8664721,stroop,01,erick,
,,,,,,,,,,,,,,,,,,,m,0.300225544663,2016_Nov_22_2246,59.8664721,stroop,01,erick,
caras/long_mouth.bmp,v,,,,,0,0,0,1,,,,,v,1,0.483993769914,,,,,2016_Nov_22_2246,59.8664721,stroop,01,erick,
caras/short_mouth.bmp,m,,,,,0,1,1,0,,,,,m,1,0.250700336706,,,,,2016_Nov_22_2246,59.8664721,stroop,01,erick,
caras/short_mouth.bmp,m,,,,,1,0,2,0,,,,,v,0,0.216937596095,,,,,2016_Nov_22_2246,59.8664721,stroop,01,erick,
caras/long_mouth.bmp,v,,,,,1,1,3,1,,,,,m,0,0.416839064623,,,,,2016_Nov_22_2246,59.8664721,stroop,01,erick,
caras/long_mouth.bmp,v,,,,,2,0,4,1,,,,,v,1,0.266980158398,,,,,2016_Nov_22_2246,59.8664721,stroop,01,erick,
caras/short_mouth.bmp,m,,,,,2,1,5,0,,,,,v,0,0.333563945722,,,,,2016_Nov_22_2246,59.8664721,stroop,01,erick,
caras/short_mouth.bmp,m,,,,,3,0,6,0,,,,,v,0,0.266883936245,,,,,2016_Nov_22_2246,59.8664721,stroop,01,erick,
caras/long_mouth.bmp,v,,,,,3,1,7,1,,,,,v,1,0.25025482825,,,,,2016_Nov_22_2246,59.8664721,stroop,01,erick,
caras/long_mouth.bmp,v,,,,,4,0,8,1,,,,,v,1,0.400232087763,,,,,2016_Nov_22_2246,59.8664721,stroop,01,erick,
caras/short_mouth.bmp,m,,,,,4,1,9,0,,,,,v,0,0.383570905775,,,,,2016_Nov_22_2246,59.8664721,stroop,01,erick,
