trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,corAns,Stim,Feedback,End.keys,End.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,date,frameRate,expName,session,participant,
,,,,,,,lwindows,2.58108213433,,,,,2016_Oct_31_2240,60.0067555617,SIGDET,001,erick,
,,,,,,,,,g,0.266797272299,,,2016_Oct_31_2240,60.0067555617,SIGDET,001,erick,
,,,,,,,,,,,lwindows,2.53351083126,2016_Oct_31_2240,60.0067555617,SIGDET,001,erick,
