trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,corAns,Stim,Feedback,End.keys,End.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,date,frameRate,expName,session,participant,
,,,,,,,right,1.92980268352,,,,,2016_Oct_31_2210,59.995323968,SIGDET,001,erick,
,,,,,,,,,right,1.15020897862,,,2016_Oct_31_2210,59.995323968,SIGDET,001,erick,
,,,,,,,,,,,right,1.28347579033,2016_Oct_31_2210,59.995323968,SIGDET,001,erick,
